Country Name,Country Code,Year,BX.KLT.DINV.WD.GD.ZS,FP.CPI.TOTL,NE.CON.TOTL.KD.ZG,NE.EXP.GNFS.KD.ZG,NE.GDI.TOTL.KD.ZG,NE.IMP.GNFS.KD.ZG,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GNS.ICTR.ZS,SL.UEM.TOTL.ZS,Cluster
China,CHN,2020,1.723175548629064,128.109443605623,-0.2700403618163705,5.6191184106716845,4.29229583634887,4.761110889356829,14687744162801.031,2.238638356346385,43.9264166508497,5.0,2
China,CHN,2021,1.930786222945392,129.366216637457,8.895999725117193,5.6191184106716845,3.860035804775919,4.761110889356829,17820459508852.184,8.448469416872769,45.47068463551977,4.55,2
China,CHN,2022,1.0636734881308223,131.919356668535,2.1189353858059263,5.6191184106716845,3.3667313362443707,4.761110889356829,17881783387000.867,2.9890840861347385,46.05031050236793,4.98,2
China,CHN,2023,0.2401135312621704,132.229151902431,7.788584858719005,5.6191184106716845,3.607332001461032,4.761110889356829,17794781986104.457,5.199999999871736,28.4616125391971,4.67,2
India,IND,2003,0.6058878570917939,61.0535954523922,5.451597848461276,9.58221991967588,15.704477223322314,13.883916950424322,607700687237.3179,7.860381475907303,30.470958255312897,8.397,0
India,IND,2004,0.765596855110284,63.3536380862151,4.995893000494746,27.176411820511376,25.12030115587021,22.19523473895903,709152728830.7745,7.922936611999319,33.33255465769993,8.551,0
India,IND,2005,0.8860983784588226,66.0438512553292,7.654071002016309,26.08507442504641,16.473393136621837,32.26964489907164,820383763511.4454,7.923430621483178,34.41801528723244,8.697,0
India,IND,2006,2.1301684253449515,69.8720985315016,4.80628860085335,20.39380550153689,15.550413621292163,21.504644218841307,940259888787.7214,8.060732571666506,36.36053211127629,8.614,0
India,IND,2007,2.0733940466875365,74.3249644718143,7.593801129054583,5.866539047872507,17.421714759593357,9.951587204335,1216736438834.955,7.660815067010702,37.011389004150445,8.534,0
India,IND,2008,3.620523235401708,80.5305542396968,5.476343235575527,14.77813513406072,-2.592511742708112,22.44862579177112,1198895139005.919,3.086698059219813,36.25408263326041,8.486,0
India,IND,2009,2.651590332354796,89.2941733775462,6.438437424534584,-4.834225353041134,13.580692690406494,-1.925816181312612,1341888016994.8982,7.861888832860743,35.617434813209506,8.406,0
India,IND,2010,1.635034094349102,100.0,6.468899571865421,19.47813545849219,15.401899462323996,15.811891465176942,1675615519484.959,8.49758470221235,36.30587504106718,8.318,0
India,IND,2011,2.0020634629986582,108.911793364834,7.274141790914214,15.492981450676991,5.474393127876851,20.41173187692668,1823051829895.1328,5.24131619938926,35.131793093831234,8.222,0
India,IND,2012,1.3129345303528506,119.235538897084,4.669838590720559,6.805488797913739,4.294068965351556,6.021796637076619,1827637590410.953,5.456387551647012,35.26129232045505,8.156,0
India,IND,2013,1.5162764665975963,131.18041028234,6.237254640617266,7.792389238515994,-3.706654974837448,-8.145800951994744,1856721507621.4607,6.386106400923481,34.304657486964565,8.088,0
India,IND,2014,1.695659589907442,139.924446113916,6.572483107124356,1.77759073335379,7.693622226166809,0.8712307640613517,2039126479155.269,7.410227605164081,33.46602574893371,7.992,0
India,IND,2015,2.092115214433076,146.790501522574,7.85745272369698,-5.6470872745776575,4.729523540957416,-5.850043681433121,2103588360044.389,7.996253785665857,32.45392411122921,7.894,0
India,IND,2016,1.9373641224434683,154.054013105394,7.820010186437614,4.984257621149936,3.674568077615192,4.381893903704111,2294796885663.67,8.256305501781554,31.72641474038927,7.8,0
India,IND,2017,1.5073158325588625,159.18119775209,7.081569862657602,4.564707763075688,10.836289782314836,17.41998337551381,2651474262755.592,6.795383418985693,31.70675317062466,7.723,0
India,IND,2018,1.558214838014904,165.451068899504,7.029139287282817,11.931870746761348,10.954733677408711,8.82269675205076,2702929641648.14,6.453851344976599,31.41049223117196,7.652,0
India,IND,2019,1.784826339571202,171.621576003377,4.980240090959967,-3.3849781623708424,-2.5894279869937264,-0.838956281129839,2835606256558.844,3.871436940709572,29.7022005792742,6.51,0
India,IND,2020,2.406203226736726,182.988822584425,-4.597855880285934,-6.956238278617306,-7.392369845047952,-12.622649898460024,2674851578586.8647,-5.777724706874338,28.67968211317461,7.859,1
India,IND,2021,1.412171010408856,192.378724699015,9.821187416665992,29.59929450202949,21.11890076939386,22.0944224617309,3167270623260.5225,9.689592491912109,29.866133064959605,6.38,0
India,IND,2022,1.4892112052466486,205.266241146235,7.094733375376848,13.398773727942585,5.524237935509021,10.589794851841546,3353470496885.948,6.987039325760506,29.88998355288891,4.822,0
India,IND,2023,0.7907283003540938,216.862025027426,3.0176245727575832,1.5230683214724363,10.200197911629315,10.913635900904907,3549918918777.532,7.583971124335576,30.56294369111824,4.172,0
Indonesia,IDN,2003,-0.2542563203810049,58.6292659267048,4.588893142927233,5.8863798695519165,435.6159997266419,1.5637336554288055,234772463823.80835,4.780369123761091,20.68405035595167,6.658,0
Indonesia,IDN,2004,0.7382439798875625,62.1845797227916,4.850701277572767,13.5283305039343,-53.71677746202887,26.653294460802684,256836875295.4519,5.03087394494024,20.764289949093573,7.303,0
Indonesia,IDN,2005,2.916114833130667,68.6848572274766,4.270531895184732,16.601314182986343,41.2265216862348,17.768948418193858,285868619196.0848,5.69257130261316,24.338486631846173,7.945,0
Indonesia,IDN,2006,1.347942640689309,77.6885299427697,3.9518344622756274,9.405525678256836,-17.65648403357622,8.582667539128082,364570515618.3569,5.5009517853706456,25.777143586168265,7.551,0
Indonesia,IDN,2007,1.603010571887896,82.6656944122492,4.864819397507404,8.54297971645535,-137.63508392279928,9.06425835185199,432216737774.8605,6.345022227618458,25.17912344479471,8.06,0
Indonesia,IDN,2008,1.826329024045925,91.1196376754983,5.979529034134416,9.53346069996192,-17.939592696116634,10.002567259282031,510228634990.5983,6.013703599228307,28.4524126141872,7.209,0
Indonesia,IDN,2009,0.9039194196472096,95.1165236317343,6.282887393268084,-9.690138050522664,67.38937224104134,-14.977454452463292,539580085616.492,4.628871183460319,29.05637679811201,6.106,0
Indonesia,IDN,2010,2.0251791456935604,100.0,4.107025146848088,15.266322413211086,-6.063092977874646,17.344322972319475,755094157621.9355,6.223854179826404,32.7274229891993,5.614,0
Indonesia,IDN,2011,2.3029842938159204,105.356047789822,5.123315572956685,14.769919245041365,7.870458638051872,15.02888271341014,892969104563.1713,6.16978420771008,33.22007304997487,5.153,0
Indonesia,IDN,2012,2.3097803185307426,109.864759851215,5.378977680662828,1.608748745877108,10.98123485397953,7.998411219104852,917869913332.6486,6.030050653056151,31.98536976902423,4.468,0
Indonesia,IDN,2013,2.551356334010577,116.909852190406,5.652189643818218,4.166957512967741,2.846750992018542,1.8618966611780927,912524136718.0182,5.557263688910098,31.121766640459896,4.336,0
Indonesia,IDN,2014,2.819972604121023,124.386150032818,4.711484418415978,1.0746396021201292,5.657952322882792,2.119702350271851,890814755533.5369,5.006668425754995,30.668909461555177,4.049,0
Indonesia,IDN,2015,2.2976163938044087,132.300991429788,4.90469745266762,-2.120239728000513,3.0023464727539704,-6.249011050030489,860854232686.2139,4.876322300221233,30.123356488241043,4.514,0
Indonesia,IDN,2016,0.4873724713688788,136.965666608222,4.345961912357808,-1.6605086113872574,4.985805827243837,-2.405113086284913,931877364037.6976,5.033069182801768,29.922768322558653,4.301,0
Indonesia,IDN,2017,2.0194891981258167,142.182412273917,4.613316434664057,8.897292173806434,5.690160677235284,8.067946249784114,1015618744159.734,5.069785901349164,30.87836343288755,3.783,0
Indonesia,IDN,2018,1.814289793494413,146.729898360527,5.097100015909334,6.514147383208055,8.523940665444314,12.13601614267803,1042271532988.6316,5.174291539550239,31.68052279727372,4.387,0
Indonesia,IDN,2019,2.2333620428224124,151.176675071352,4.9230995087258975,-0.4770232269549979,2.3598471385752475,-7.126940518174521,1119099871350.1992,5.019287680462824,30.902713507646663,3.59,0
Indonesia,IDN,2020,1.8105840202712653,154.080730631506,-2.0742827128741084,-8.417815798121723,-6.897225780652278,-17.60495701405975,1059054842698.482,-2.065511829341645,29.224608731533664,4.255,1
Indonesia,IDN,2021,1.7878556314554097,156.484590188327,2.295143006010562,17.990291200487917,4.074672472499955,24.858382577900382,1186509691086.7307,3.7028856282775138,32.9372955843682,3.827,0
Indonesia,IDN,2022,1.8726763809847449,163.071752418121,3.717545459336023,16.233912583833515,4.025414955904338,14.995684622373844,1319076267310.162,5.307419347757644,36.962847634831,3.462,0
Indonesia,IDN,2023,1.6107336016040377,169.056700046911,4.691332344050593,1.323247743993747,5.830358220535018,-1.6459429322368777,1371171152331.155,5.048105770672876,35.947895696102215,3.417,0
Mexico,MEX,2003,2.371880320950912,73.9484472925727,1.823097376708944,-1.771773125217706,2.0903733327912306,3.0123130201054664,765549967703.2732,1.1855448670955866,19.782320844940752,3.455,1
Mexico,MEX,2004,3.068210351543643,77.4154528387154,1.894244693294894,5.761844630410579,8.584935482724632,7.026792961775641,819459227375.0225,3.565441009468458,21.4684386553467,3.937,1
Mexico,MEX,2005,2.742201342186429,80.5028253377382,2.1803899420162764,6.372112194799627,1.4022439910162063,5.925822627716968,917571853529.1044,2.1132471258639214,19.6651405383938,3.558,1
Mexico,MEX,2006,2.168797882477225,83.4246493200917,4.231351750807932,8.698485352086522,9.435446261647186,7.7071869525906465,1020265057882.007,4.8050135274685175,21.89506773330737,3.566,0
Mexico,MEX,2007,2.8139417023928703,86.7339792329344,1.2966038859261602,2.519500898384848,6.749375684704063,5.742522832049076,1102355554971.9478,2.077863934387537,21.58823881140289,3.628,1
Mexico,MEX,2008,2.561520325056557,91.1790807033324,1.2325230560556832,-2.0550838058810683,5.596807871317751,3.811546274405231,1161553459715.1033,0.943331863036903,20.405125290238328,3.874,1
Mexico,MEX,2009,2.083037848831434,96.0091610619154,-5.760251287931695,-10.103780402150974,-11.389802934615489,-16.386825561465727,943437415024.6328,-6.295250557805019,20.357425845813548,5.356,1
Mexico,MEX,2010,2.7614057294455274,100.0,4.24234702775604,23.080077910665693,7.001375553121562,17.110818969916394,1105424238731.0928,4.971334583219502,19.123080133366265,5.303,0
Mexico,MEX,2011,1.9442230134269944,103.407378246057,4.447186777866818,9.286779598469437,9.11708402991232,6.235032812907164,1229013703416.7583,3.44404505794418,19.25290975676329,5.175,0
Mexico,MEX,2012,1.4525883570480909,107.658982747635,2.2752620236774,7.917682224588532,2.5426151489127875,5.647636684953255,1255110424817.7866,3.5532107599352685,19.160950499307265,4.892,1
Mexico,MEX,2013,3.83652684711182,111.756904251934,2.317564174132386,2.7017061229229284,-3.779472240950099,3.629788147927755,1327436290282.6748,0.8521015594106274,16.36445680276384,4.921,1
Mexico,MEX,2014,2.0841413002577083,116.247985177591,2.0279953729246785,7.572230041253093,1.8755482706876592,5.961838088554742,1364507717614.1345,2.503763502886642,16.847084872324732,4.819,1
Mexico,MEX,2015,2.9877280867532026,119.410675116721,2.54924030542621,7.029455480635789,4.083971050437256,4.948894847891523,1213294467716.8804,2.702323425506464,18.51554916238067,4.311,1
Mexico,MEX,2016,3.497422287953916,122.780095507214,1.9199728033330672,3.067307760421741,1.0458525017553484,2.533581902299815,1112233497452.6975,1.7724932384539898,19.38496674358105,3.853,1
Mexico,MEX,2017,2.781014590318362,130.197802476747,1.5273061670017114,3.197518912887574,-0.2174328966173249,5.648599986434007,1190721475906.0,1.8717285332719344,20.61617243327487,3.419,1
Mexico,MEX,2018,3.013387108184821,136.57664871233,1.6875240660783533,6.5271205162928965,-0.5080476328372612,5.604095229380832,1256300182879.7263,1.972082094056347,21.495058055155724,3.275,1
Mexico,MEX,2019,2.294365913919836,141.542522969974,0.7517700593309087,1.1642628489247926,-4.203077590515264,-1.0809680659511829,1305211135822.6147,-0.2513357549240851,21.318232312509785,3.477,1
Mexico,MEX,2020,2.812520131494336,146.350487735058,-9.254681632819016,-7.018807207926344,-18.471484005162125,-11.991217514717391,1120832412468.8489,-8.624555730801362,22.25187385612717,4.441,1
Mexico,MEX,2021,2.6963896532432376,154.676672089174,6.786539741151913,7.21717038212131,10.619336858844903,15.04971717597772,1313069763986.597,5.739208337683181,21.844179749917075,4.019,0
Mexico,MEX,2022,2.672532527419357,166.890369321443,4.6096251980540615,8.682429679612525,7.354952677913886,8.304823416396871,1463323889036.5598,3.948999999038392,20.10981347698209,3.256,0
Mexico,MEX,2023,1.6879740570356525,176.116003638578,4.01728311712381,-6.937206620454262,19.38626962571881,5.715160738108736,1788886821046.8132,3.228736755591626,19.678520842080903,2.812,1
Poland,POL,2003,2.4656994051834853,82.2454833504475,1.8432809866502569,14.079880443063942,4.875763485064084,9.33106322221687,217828661056.93512,3.498391213402499,16.234278529708952,19.37,1
Poland,POL,2004,5.436144947920407,85.0275575766466,4.210990858463788,4.774870347204924,15.66092836522624,8.558524710375679,255107252158.6312,4.9828445698604895,14.10288373416955,19.074,1
Poland,POL,2005,3.606449860478734,86.884388293971,2.178011970444942,9.969894434392913,3.155897574540404,6.307508336098096,306145944824.9303,3.506834614359206,16.518816440491456,17.746,1
Poland,POL,2006,6.230800466229239,88.0005867683732,4.9093279204087,15.373022861792606,16.241172258544594,17.86491298578538,344626667414.2921,6.1311364585550905,17.106708945785186,13.841,1
Poland,POL,2007,5.834449658444406,90.1642951444918,5.07681584608423,10.058296925933718,25.394563081779225,15.796592088845712,429020755432.721,7.061534633567462,18.567864822805404,9.602,1
Poland,POL,2008,2.731260498875597,93.9196127328737,6.128278578462101,7.051197643163263,2.655964039171608,9.457787721260786,533599779515.7149,4.19998126444942,17.95837650678181,7.118,1
Poland,POL,2009,3.1894456405677736,97.4842305999707,3.420158760550933,-5.934670408158254,-12.596881040403858,-12.58709413681369,439731589139.2123,2.832184053188968,16.67393824952169,8.167,1
Poland,POL,2010,3.897862515058897,100.0,2.908881525021883,12.457436365950484,6.893972739016704,14.292812673545145,475696613935.5952,2.9346381805283244,15.891722946970374,9.637,1
Poland,POL,2011,3.491590659103358,104.239401496259,1.389552637439536,7.6898867137052065,14.311778569324304,5.119811779147369,524374183218.3088,5.042187882929426,17.537650514629828,9.632,1
Poland,POL,2012,1.449829858396182,107.950711456652,0.6014198323153437,3.970901363800621,-4.117576428485663,-0.6707356339932886,495230523665.9008,1.5452215712560928,16.93151079660131,10.088,1
Poland,POL,2013,0.1995106447599756,109.021563737715,0.5038073038073065,5.068091970893889,-4.656646396031803,1.80666130719294,515761954074.1571,0.85655708060645,17.39417003452494,10.326,1
Poland,POL,2014,3.7944241993188097,109.080240575033,3.3935479681233005,5.51393937157512,14.50552126013514,9.367455472250285,539080475073.7191,3.836958493517969,18.089313424464525,8.99,1
Poland,POL,2015,3.2692582198990143,108.126741968608,3.4596027005059824,6.589227166276345,5.58028407803333,5.577796985632062,477111287969.2267,4.383298635072762,19.716784980130345,7.501,1
Poland,POL,2016,3.7763980914146034,107.407950711457,3.2929641736656947,9.004546626356372,-1.6738962804365798,7.717611242997322,470024599375.6187,2.953508841677177,19.24953658348645,6.161,1
Poland,POL,2017,2.2870866397114376,109.637670529559,5.368070472498786,9.046002947680291,5.632960174200804,9.8748449784392,524641252834.8256,5.140017574094458,18.88634638066284,4.888,0
Poland,POL,2018,3.2616608308652784,111.625348393722,4.372245474726256,6.758572553828927,13.772042615723734,7.523550250025622,588779796423.6954,5.945208477054976,19.51830916616271,3.846,1
Poland,POL,2019,2.9559180510572025,114.111779375092,4.1145864481789545,5.33728927500259,0.4917591658257549,3.192354067391136,596058473058.7661,4.44998787878788,20.255840336125274,3.277,1
Poland,POL,2020,3.194800598287527,117.962446824116,-1.4584043714244217,-1.0879027146723104,-7.4641353318025665,-2.412403500126928,599442732365.372,-2.0200707335765458,21.15951098203683,3.162,1
Poland,POL,2021,5.308902654427352,123.925480416606,5.814099145468759,12.335097317509168,19.42834819975259,16.14203537495638,681346077608.6073,6.934980383870652,20.471551432370745,3.363,1
Poland,POL,2022,5.349661024886838,141.807246589409,4.288953471676464,7.390871450481896,8.522576984660617,6.793391219857625,689763329458.4408,5.637566765788975,19.616454636044384,2.886,1
Poland,POL,2023,3.892365297699184,158.156080387267,-0.0510811617283479,3.3542343930795084,-14.058831190578076,-1.958985216820736,811229100687.5663,0.1605860110250461,19.607101046820112,2.905,1
Saudi Arabia,SAU,2003,-0.2717727755199383,76.4840490176567,4.281403710740889,20.917583369547003,7.863071481811372,13.591027029235718,215807733333.3333,11.242068062414203,33.870482244071574,5.563,0
Saudi Arabia,SAU,2004,-0.1292097254100092,76.8783294660169,7.281128435039434,7.734371880307151,7.863071481811372,14.939729565426973,258742133333.3333,7.958466319550411,41.659649813508,5.822,0
Saudi Arabia,SAU,2005,1.3351585033385105,77.2467537901589,9.46023497803992,6.701406301101059,7.863071481811372,28.58269515443044,328459608764.1109,5.573833722455973,48.68564684738266,6.051,0
Saudi Arabia,SAU,2006,1.58553602335569,78.9531531814068,9.59165312529244,2.1956083745754853,7.863071481811372,34.98183074972192,376900133511.34845,2.78840597311492,49.610678813502886,6.254,0
Saudi Arabia,SAU,2007,1.484578845302093,82.2437810967334,7.980138201938629,0.1889504949703138,7.863071481811372,23.14234968489953,415964509673.1154,1.8471349916952848,50.38874544600949,5.734,0
Saudi Arabia,SAU,2008,1.059256995923486,90.3614461838086,8.640962365581743,-1.1871452633931767,7.863071481811372,10.508413026830029,519796800000.0,6.249753356139465,54.1799951057798,5.085,0
Saudi Arabia,SAU,2009,0.1016903870840903,94.9312261561225,5.630604734343564,-10.720874926155387,7.863071481811372,-6.348533312839379,429097866666.6667,-2.0592639131652817,38.31814808991516,5.377,0
Saudi Arabia,SAU,2010,0.92367055868449,100.0,2.810145812777037,4.353850452046217,7.863071481811372,6.565107770146938,528207200000.0,5.039507571742391,45.01454126335272,5.55,0
Saudi Arabia,SAU,2011,0.692228186347883,105.826216088389,7.466875878327173,10.166239785471888,7.863071481811372,5.469454302606408,676634666666.6666,10.993761676487594,51.92502768603836,5.77,0
Saudi Arabia,SAU,2012,0.67871695840154,108.859479981614,10.168084797238636,3.335481490591576,7.863071481811372,7.766327869100095,741849866666.6666,5.40891607761418,50.45597725613485,5.622,0
Saudi Arabia,SAU,2013,0.4472167488262121,112.70496800782,6.87120582414839,-0.114255681363744,7.863071481811372,3.661023839116325,753864533333.3334,2.534778271373028,45.86708947177777,5.6,0
Saudi Arabia,SAU,2014,0.1968499267902833,115.22537829232,9.38194357072382,-2.0300721778021824,7.863071481811372,6.432743266100459,766605866666.6666,3.811422791426992,39.9038788989179,5.877,0
Saudi Arabia,SAU,2015,0.5930899772135089,116.615080724277,3.951496085873046,0.6978153863816914,7.863071481811372,-1.0934909338082264,669484266666.6666,4.509059063175698,26.36066707666717,5.6,0
Saudi Arabia,SAU,2016,3.2965216050985138,119.027660580771,-5.747490347081524,6.881002095751398,7.863071481811372,-18.216384598092432,666000000000.0,1.8844927356773693,27.261407287287287,5.6,1
Saudi Arabia,SAU,2017,0.1418279811607504,118.029977181469,4.210593130844686,-1.7323801310110838,7.863071481811372,0.2587703109170292,714994666666.6666,0.9110486555802736,30.425358354188187,5.89,0
Saudi Arabia,SAU,2018,1.434131292022305,120.93132112752,5.130370896616924,8.641558486959084,7.863071481811372,2.609092986063516,846583733333.3334,3.1992267802800853,34.679259472879075,6.029,0
Saudi Arabia,SAU,2019,0.3672008712175314,118.399825471917,2.8445138552061024,-4.884172483375494,7.863071481811372,9.47338286935721,838564800000.0,1.0977337495409216,32.88496354724167,5.636,0
Saudi Arabia,SAU,2020,0.2207990992204678,122.479242037952,-3.858285577543853,-11.780819722628294,7.863071481811372,-19.89709640790454,734271200000.0,-3.5815348630766266,24.21224372393313,7.45,1
Saudi Arabia,SAU,2021,2.6439105996514694,126.231136275934,6.145069181678991,5.602419547717346,7.863071481811372,8.341180379531039,874156000000.0,5.075110349879793,30.27766317368973,6.621,0
Saudi Arabia,SAU,2022,2.5307419023104085,129.354187644052,6.494106681113962,20.499118443874263,7.863071481811372,12.426410323714236,1108571466666.6667,7.485984291341367,40.09536157370607,5.589,0
Saudi Arabia,SAU,2023,1.1539185807907633,132.364369779118,5.473569575285595,-6.512831127469056,7.863071481811372,9.85494885627942,1067582933333.3334,-0.7549148105846655,32.46664585694571,4.88,0
Turkey,TUR,2003,0.5410120645980933,56.05427877429,6.692253801585736,7.70824416163984,7.863071481811372,23.249306767279563,314595572145.76733,5.763206066547141,20.653712441417927,10.542,0
Turkey,TUR,2004,0.6811532093821696,60.8739723467863,9.038635719917252,12.16385796945633,7.863071481811372,21.23146662472206,408865430220.331,9.795936389202822,22.30673284861646,10.838,0
Turkey,TUR,2005,1.9811788301013225,65.8529521674141,5.842518055338601,8.331541185963175,7.863071481811372,12.142116260024707,506314717661.65546,8.992304936265171,23.64036030682108,10.636,0
Turkey,TUR,2006,3.623382497767514,72.173019431988,4.763345655634566,5.70105191489516,7.863071481811372,7.23916669343383,557076157773.4795,6.947988085719928,24.626761982374383,10.227,1
Turkey,TUR,2007,3.235919042255389,78.4926195814649,5.580500855839659,6.97694157463458,7.863071481811372,9.64138926503064,681321124295.9143,5.0435079315710425,23.91225577743345,10.285,1
Turkey,TUR,2008,2.576549074210172,86.6904895366218,0.8648376867179195,3.883589792017972,7.863071481811372,-2.760215763625979,770449132861.373,0.8150245730077046,24.62037529579253,10.965,1
Turkey,TUR,2009,1.3222148700692375,92.1094917787743,-1.4796597294225933,-3.616906527237148,7.863071481811372,-14.66170090029054,649289324627.7323,-4.823153953017695,21.94970220457586,14.026,1
